01701,Framingham,MA,USA,Middlesex,42.32174,-71.43817
01702,Framingham,MA,USA,Middlesex,42.28217,-71.43387
01718,Acton,MA,USA,Middlesex,42.51973,-71.42939
01719,Boxborough,MA,USA,Middlesex,42.48836,-71.51782
01720,Acton,MA,USA,Middlesex,42.48417,-71.43805
01721,Ashland,MA,USA,Middlesex,42.25729,-71.46866
01730,Bedford,MA,USA,Middlesex,42.49697,-71.27834
01731,Hanscom Afb,MA,USA,Middlesex,42.45675,-71.27952
01740,Bolton,MA,USA,Worcester,42.43616,-71.60728
01741,Carlisle,MA,USA,Middlesex,42.53001,-71.35128
01742,Concord,MA,USA,Middlesex,42.46225,-71.36424
01745,Fayville,MA,USA,Worcester,42.29204,-71.5013
01746,Holliston,MA,USA,Middlesex,42.19775,-71.44499
01747,Hopedale,MA,USA,Worcester,42.1248,-71.53508
01748,Hopkinton,MA,USA,Middlesex,42.2255,-71.53779
01749,Hudson,MA,USA,Middlesex,42.38868,-71.54647
01752,Marlborough,MA,USA,Middlesex,42.3494,-71.54681
01754,Maynard,MA,USA,Middlesex,42.4264,-71.45612
01756,Mendon,MA,USA,Worcester,42.09302,-71.55148
01757,Milford,MA,USA,Worcester,42.15678,-71.51911
01760,Natick,MA,USA,Middlesex,42.28434,-71.34983
01770,Sherborn,MA,USA,Middlesex,42.23414,-71.37532
01772,Southborough,MA,USA,Worcester,42.30144,-71.53042
01773,Lincoln,MA,USA,Middlesex,42.4252,-71.31039
01775,Stow,MA,USA,Middlesex,42.42983,-71.51148
01776,Sudbury,MA,USA,Middlesex,42.38473,-71.4234
01778,Wayland,MA,USA,Middlesex,42.35829,-71.35918
01801,Woburn,MA,USA,Middlesex,42.487,-71.15426
01803,Burlington,MA,USA,Middlesex,42.50216,-71.20257
01810,Andover,MA,USA,Essex,42.64655,-71.16505
01821,Billerica,MA,USA,Middlesex,42.55017,-71.25217
01824,Chelmsford,MA,USA,Middlesex,42.59114,-71.35564
01826,Dracut,MA,USA,Middlesex,42.68314,-71.30061
01827,Dunstable,MA,USA,Middlesex,42.67642,-71.5005
01830,Haverhill,MA,USA,Essex,42.79591,-71.05314
01832,Haverhill,MA,USA,Essex,42.79103,-71.13131
01833,Georgetown,MA,USA,Essex,42.72401,-70.9821
01834,Groveland,MA,USA,Essex,42.75199,-71.01486
01835,Haverhill,MA,USA,Essex,42.75293,-71.08594
01840,Lawrence,MA,USA,Essex,42.70688,-71.1601
01841,Lawrence,MA,USA,Essex,42.71083,-71.1651
01843,Lawrence,MA,USA,Essex,42.68984,-71.16097
01844,Methuen,MA,USA,Essex,42.73401,-71.18889
01845,North Andover,MA,USA,Essex,42.67135,-71.08653
01850,Lowell,MA,USA,Middlesex,42.65569,-71.30292
01851,Lowell,MA,USA,Middlesex,42.62813,-71.33566
01852,Lowell,MA,USA,Middlesex,42.63232,-71.29538
01854,Lowell,MA,USA,Middlesex,42.64907,-71.34805
01860,Merrimac,MA,USA,Essex,42.83857,-71.01192
01862,North Billerica,MA,USA,Middlesex,42.57487,-71.29344
01863,North Chelmsford,MA,USA,Middlesex,42.63242,-71.39059
01864,North Reading,MA,USA,Middlesex,42.58156,-71.08755
01867,Reading,MA,USA,Middlesex,42.53507,-71.10555
01876,Tewksbury,MA,USA,Middlesex,42.61224,-71.22746
01879,Tyngsboro,MA,USA,Middlesex,42.66638,-71.42869
01880,Wakefield,MA,USA,Middlesex,42.50222,-71.06702
01886,Westford,MA,USA,Middlesex,42.58642,-71.44008
01887,Wilmington,MA,USA,Middlesex,42.56099,-71.16545
01890,Winchester,MA,USA,Middlesex,42.4518,-71.1463
01901,Lynn,MA,USA,Essex,42.46102,-70.94656
01902,Lynn,MA,USA,Essex,42.47085,-70.93991
01904,Lynn,MA,USA,Essex,42.49155,-70.97275
01905,Lynn,MA,USA,Essex,42.46614,-70.97589
01906,Saugus,MA,USA,Essex,42.46799,-71.01441
01907,Swampscott,MA,USA,Essex,42.47583,-70.90673
01908,Nahant,MA,USA,Essex,42.42978,-70.92729
01913,Amesbury,MA,USA,Essex,42.85296,-70.94458
01915,Beverly,MA,USA,Essex,42.5681,-70.86273
01921,Boxford,MA,USA,Essex,42.68152,-71.01897
01922,Byfield,MA,USA,Essex,42.75872,-70.91448
01923,Danvers,MA,USA,Essex,42.57399,-70.94926
01929,Essex,MA,USA,Essex,42.63474,-70.77689
01930,Gloucester,MA,USA,Essex,42.62589,-70.68968
01937,Hathorne,MA,USA,Essex,42.58573,-70.98403
01938,Ipswich,MA,USA,Essex,42.68365,-70.84325
01940,Lynnfield,MA,USA,Essex,42.53456,-71.03757
01944,Manchester,MA,USA,Essex,42.58154,-70.76825
01945,Marblehead,MA,USA,Essex,42.49911,-70.86368
01949,Middleton,MA,USA,Essex,42.60432,-71.01642
01950,Newburyport,MA,USA,Essex,42.81237,-70.88787
01951,Newbury,MA,USA,Essex,42.77803,-70.84977
01952,Salisbury,MA,USA,Essex,42.84654,-70.86162
01960,Peabody,MA,USA,Essex,42.53372,-70.97223
01966,Rockport,MA,USA,Essex,42.65435,-70.6222
01969,Rowley,MA,USA,Essex,42.72121,-70.89293
01970,Salem,MA,USA,Essex,42.5126,-70.90376
01982,South Hamilton,MA,USA,Essex,42.62676,-70.85795
